query_id,text
1179030004539252742_twitter,<user> <user> <user> <user> <user> malaysia needs india for trade tourism india does not need malaysia and who is mathir he does not matter to india we do not care about pak also enjoy your bankrupt and jihadi terrorist pakistan
1241362389301211136_twitter,<user> <user> because in quran jews declared as enemy
1177639960184283136_twitter,<user> so in turn abortions make muslims stronger by populating at a faster rate we know your game piece of schiff schiffhead
1253649678350114818_twitter,<user> do you love your muslim nctzens 👀
17868211_gab,shithole of fakenews in the third paragraph ofthe washingtonpost story that broke president trump alleged comments about certain shithole countries we learn that the president said he would be open to more immigrants from asian countries because he felt they help the united states economically
1079190426224078848_twitter,<user> i hate you and now i hate myself thanks
10156663_gab,how about <number> what kind of muslim if not already dead really qualifies as refugee
22242874_gab,they are actully forcing businesses out and when it goes full ghetto they will blame whites
26465432_gab,trying to silence tommy robinson reporting on muslim pedo gang trials has turned out to be the streisand effect of the millenium
18454133_gab,how illegal immigrant dreamers amassed political power to force government shutdown
18415383_gab,you think majority of the <number> of asians are illegal i want to see the data behind this
1839479_gab,<user> twitter is a decrepit ghetto for leftist failures
1175320895977488384_twitter,<user> <user> fuck the nazi
1113500990592802816_twitter,<user> the jews crucified christ tho
17870625_gab,he threw bacon at a mosque or something went to prison for it and died the implication is that if you make fun of islam or muslims it pretty much a death sentence in europe which puts it on par with other muslim countries in the third world
17424248_gab,this is what they are building for the new asian australians that they are importing from china and who will ultimately vote first for socialism and then communism asians do not really buy a lot of houses because they are used to shanghai living
1117795334544134145_twitter,<user> blame trump because democrats elected an anti american antisemite pro sharia islamofascist that a great viewpoint lmao
16886185_gab,they just get ahead because they are hard working dontcha know always wondered if immigrants get ahead sometimes e g small businesses b c they lack the inhibitions against cheating breaking local laws that the natives have they cheat lie steal and do not care this is statistical support
1115080548706410498_twitter,<user> bruh i do not wanna be walking around with this thoo maybe if i become a raging homosexual irl
1110340863555559424_twitter,<user> ngl exactly how i feel when niggas talk bout jews
1098381175498948609_twitter,me i hate nazis someone hate hate is such a strong word me uh yeah
1225213120110645248_twitter,women will hate your guts cause you a people person
9193750_gab,ny times be all like meet this based <number> year old tranny who just came out as gay in front of his <number> lesbian polyamorous ministers
1270856873441472513_twitter,people are retarded
1097806861330333697_twitter,<user> <user> this is what radical islamists follow normal everyday muslims do not radical muslims terrerize normal muslims to
15786616_gab,who asked the quisling who asked the head of the obama clinton crime syndicate who asked the race baiter who asked the muslim terrorist supporting scumbag
17323939_gab,as long as being a ghetto rat is pleasant no work free money and housing easy drugs kids will get sucked into it mandatory hard labor for jobless people would boost nation coffers and improve ghetto health while drastically depopulating it
1248746599876091905_twitter,i ’ m one woman ’ “ you get on my nerves ” and another ’ “ i fucking hate you ”
1126164185749053440_twitter,<user> communal attack by their own didi agreed didi need to be thrown behind bar islamic jihadi
18691782_gab,if you were a real programmer you d know some of the jews who wrote all the crypto related foss you use to make it easy for goyim to run up the price for them to sell high but you are a little script kiddy bitch
11702551_gab,mane he ane do nuffin my ghetto looto numbahs will be fo fo fo and fo
15917909_gab,beta cuck n someone who afraid to stick up for the women in their tribe out of fear of being called a white knight a beta orbiter or some other meaningless slur
4764412_gab,✔ ️ just do it trump considers enforcing a <number> y o law deporting illegal immigrants on welfare maga americafirst
2416453_gab,jack the faggot was brought in to twitter to convert it from an american company to an arm of the globalist conspiracy of ugly losers who want us dead us is white people by the way no code words here conspiracy
18222430_gab,politically correct moron justin trudeau of canada who passive aggressively criticized the u.s. for their temporary immigration ban from muslim majority nations told salvadorans not to come to canada shows you what liars and hypocrites social justice warriors are
18781703_gab,<user> it became pc to say blacks are incarcerated at a higher rate than whites but not ok to say blacks commit more crime logically do white people go to the ghetto to steal stuff the lack of common sense boggles the mind vanjonesshow
1113437165881630720_twitter,<user> i understand only <number> of the series man idk if im retarded or this manga makes no sense
24694634_gab,when you are born into the false system of the jews but jews brainwash into hating everyone else except the jews
1214723482266656773_twitter,the bi lesbian movement was definitely started by some bitch who was upset she couldn ’ t say dyke
1197779321894637569_twitter,your chinese is lucky names your dumb indians are jews stuck on old stones
25586618_gab,these mongoloid arabs attack europeans because we have higher iq we look better and contributed scientific wonders to society constantly this envy
5050561_gab,all white men are fascists fine we are fascists now and we are going to purge undesireables from our society lel wait what
1092572072121790464_twitter,thank you mga ching chong kay walay klase today 💖
16034705_gab,do not worry bud thanks to the financing of nazi collaborator george soros your shit site will keep popping up again and again georgie needs you neo nazi libshits around pretending to be right wing keep up the good work for the glorious neo pagan socialist workers fourth reich oberführer dipshit
4993073_gab,destruction and violence are in store for the amish unless trump locks the refugee door permanently
16119009_gab,i see normies going on and on about banning islam me i just cut to the chase and say we have got to start shipping these sand niggers back to the mid east where they belong
20191421_gab,san francisco home of degenerate faggots yes
14507125_gab,the lord is a man of war the lord is his name if you know jesus then you know the father christianity is not some bitch made religion frankly heretics like you deserve condemnation too
27008358_gab,nice cover chinaman
18594856_gab,are arabs just a weird mix of niggers and central asians
1088846238345240583_twitter,<user> who needs jihadists when you are doing their work for them by crippling our economy
18422791_gab,sound like you know this egyptian game we play now catfish was muhammad a pedophile for fucking his <number> year old wife yes or no will do but muslim like rage will speak just as loud
23233554_gab,those goretti girls blue uniforms white knee socks and enough makeup for a vegas showgirl loved those kids 😂
20987949_gab,this will mire the turks in debt and loss of life as they will be severely mauled by daesh aq shia arabs and turks kurds and ba athists soon enough people in turkey will tire of this shit and civil war will erupt in the land of the roach
11191000_gab,the worst of the worst transgender fag nigger now if it was also a kike we hit the trifecta
8264516_gab,daily reminder that with the jews you lose do not believe me just ask jesus
21710928_gab,post a link next time faggot
18020185_gab,someone relay this to jessie waters gutfeld on twitter arent you man enough to call the queer running for maryland senate a man or are you afraid of williams dem blowback
26972382_gab,i gave up on correcting my spelling it gives retarded liberals something to cry about
22714004_gab,have you ever been so god damn retarded that you thought <number> germany was promoting marxism and not a direct counter to marxism
22825632_gab,<user> ‍ actually the first christians were jews therefore being called a jew actually means rejecting christ and today jews are not the hebrews of the bible they are the synagogue of satan an international criminal mobster cabal
1178771184701362177_twitter,<user> <user> <user> are you white cause my spic ass cant be the white bitches he referencing
20480750_gab,this guy has correctly assessed the retarded asshole justin trudeau it too bad that canadians are too stupid to figure out what strangers can see in minutes
11413291_gab,cooperate who the hell is looking for cooperation it is either true or it is not you will not even admit that black violence is wildly out of proportion
26423869_gab,awesome so why does everyone make fun of you if your not a queer homo
26005467_gab,demonstration in sweden on friday <date> against muslim prayer call
18723469_gab,a sure way for ghetto boys and hos to come into money
1143142884318896130_twitter,<user> storm the place get the immigrants out lock the cbp officers in for months on end
18637219_gab,look you want to make this war with islam about skin just like muslims want you to but if you want to cry about mu skin i cant stop you but you should look up what the muslim brotherhood had to say about racial tension
16387710_gab,judging by your retarded limey accent i highly doubt your ass has any say regarding american policies and considering i am an american citizen you are gona have a hard time making a case against me old sport
13986771_gab,at least harvey weinstein only raped and assaulted the gentiles not angelina jolie or gwyneth paltrow so he still a good jew spacey not a jew 😦 😊
12678388_gab,jews know the promises of the bible were written only for them and they are proud they deceived the gentiles with it
1079275200569622528_twitter,ima cut my niggas off if they act funny when i ’ m on
15517533_gab,the knights templar fighting sand niggers since way back
22644270_gab,mit verlaub wie bereits ausführlich kolportiert war freiburg mit an der front als es um sandnigger welcom und massenhaftes teddybärwerfen ging seit mehr als <number> jahren zeichnet sich die rotz grüne universitätsstadt durch autofahrerfeindlichste aktionen deutschlandweit aus auch ich habe jahrlang im ad diese scheißstadt besuchen müssen fuck
13351110_gab,that right bill having to rape women is all in the past since the white house he has had a steady flow of bimbos willing to let him grab their p
13892226_gab,sure we have been outbred by niggers i guess you have not been outside a city like new york d.c. or la huh we pushed our niglets into ghettos while we whites live in suburbia rural america
11224917_gab,even 8 0 iq blacks swarming and murdering whites while yelling git dem dey white know what white is but you do not hmm perhaps i owe you an apology making fun of the retarded is rather base
7681424_gab,my last fishing trip with my brother tommorrow night before his first is born if our trip is tainted by blacks bullying or asians mexicans taking over i am gonna go apeshit if you do not live in the midwest you do not understand
1121825731921764352_twitter,for an air sign i sure do fucking hate wind
21403525_gab,how can you have southern ireland open to refugees and no border between the north and south does no one realise that ireland is going to be the prime route into the uk is this mays way of getting muslim migrants into the country
16994535_gab,there nothing but scumbags who arrive in the uk and expect everything for free <number> of them dont work <number> of the rapes carried out on british children are carried out by pakistani muslim men it must stop now britain first fighting back ocs
14456047_gab,it not okay to be white and you are a racist pig that does not deserve life if you think otherwise
5967176_gab,without white people in charge <number> america will become a ghetto shithole full of parasites on welfare and dope just like black and hispanic areas of <number> fact fuckjorgeramos gabfam
1242221588268941312_twitter,<user> i hate you lmao
24888836_gab,but du dwee duh dat raysis and homophobic too i am a gay jew tranny and you have offended me by not accepting my superior equal status
1162123921073811459_twitter,<user> thank you for denying these anti americans into your country we sane americans who love our president hate these liberal women
22161497_gab,control brought on by those who seek to condem the illumination of truth the fucking jews
18065953_gab,further historically people stayed away from asians because they were thought to be dangerous infected etc this had a lot to do with flu strains coming in through the spanish in philippines then chinese workers coming into california when borders were roughly open
23173333_gab,pretty funny nigger with the handle stunnaboy calling other people gay
6498248_gab,europe keeps on listening to the eu un on permitting the muslim invasion i hope here in the usa we get the ban and we around to cair intl muslim b hood out ban sharia law take care
5971962_gab,truly sad with all that feminist espouse you d think they d be able to work well as a team seems that most successful women still surround themselves with men to do the real work men tend tend to focus on the concrete and not the emotional side of things
1719855_gab,<user> in a world full of super rich bitches surrounded by material things be a super rich bitch surrounded by material things do not get it
1230037554587553792_twitter,<user> so why i would request you to give your daughter in a kerala muslim house 😅
1258492694395052032_twitter,<user> hatt fir jihad islie ki jisko dekho uske against fir kar rahe hain muzzys 🥴
1199642540783226880_twitter,<user> wouldnt it be better if the holocaust was properly investigated oh thats right its illegal
22156636_gab,we were the urchins from my own private idaho who blindly searched for our identity among ghetto thugs skins and the lost
10360775_gab,the immigrants who are willing to pursue their reality and work in the united states — respecting the law under the constitution as well as sharing their ideas values and using their skills to their full potential — earn it low skilled workers who rely on taxpayer dollars welfare do not deserve it
27319678_gab,disagree we should be merciful to the retarded and while they should not be be permitted to breed or left alone around children they can still be given small jobs like operating the burn switch on the ovens
11861652_gab,everything about black american behavior makes sense when you realize it a subconscious racial recollection of behaviors that evolved far longer in their ancestral homeland of africa the saggy pants of ghetto blacks mimic the open air asses of tribal africans
22383635_gab,i have heard or seen nothing from these faggots like anglin azmador and little ricky all day enjoy irrelevance and circle jerking your cult followers like vox day has done
1203696964581257221_twitter,just a reminder to my muslim moots that we can not say rest in peace
1241642841417363456_twitter,gays don ’ t waste time hey this queer couple met amp by <number> months of meeting they were married 💀 💀 💀
17314909_gab,well apparently twitter outsources it moderator posts to muslim countries etc who now control global free speech so fuck twitter for that
1205370626266976257_twitter,<user> i hate you right now qrow
17518060_gab,substitute jews for muslims and i d agree
15299833_gab,why are so many jews in charge of all our media when they are such a small percentage of the population why is the media so anti american why is it not ok to talk about jewish ownership of our media why is it ok to mock whites
1164183794125103104_twitter,chicks b thinkin cause the females nigga will not raw em out not how life works
1871171_gab,<user> drop the islaminbreeding redpill they pretend hillbillarys are inbreed retards but love the <number> actually horribly inbreed muzzie filth lesshumanthanhuman
1210461569123008512_twitter,beg me to rape your mouth
15311743_gab,meeting with chuck and nancy today about keeping government open and working problem is they want illegal immigrants flooding into our country unchecked are weak on crime and want to substantially raise taxes i do not see a deal president djt on twitter
21510414_gab,that is <number> thing every kike lacks integrity
1099747813263589377_twitter,<user> they are retarded if they sack sarri
20362058_gab,do black women lactate chocolate milk hm i guess that would be why once black never back eh
1248575708726792192_twitter,modi is the one evil fish who is eating the muslims just because of his hatred towards muslims indiashatevirus
17470542_gab,child support is a fraud if anyone out in gab land is being raped by these crooks contact me i have a resolution its not a gaurantee just info on the way they steal money and make you a slave to benifit the state info is knowledge peace
19432378_gab,gotta luv these liberal run cities and states they put our muslim enemies in positions of power and authority heck they even give em guns and cars all courtesy of the taxpayers for some reason i am having trouble seeing the wisdom in this type of ill conceived liberal logic
18367092_gab,can i say ghetto rat on here because i got put in twitter jail for calling a guy a ghetto rat after he called me a white privilege cracker nothing happened to him though nope not a thing
7934990_gab,ironically if a white man acts like the proud racial supremacist his lessers accuse him of being he will earn more respect and deference from the deepest ghetto blacks than any wimpy suckup shitlib white would get
17676423_gab,nc is a powder keg of black violence huge numbers of blax only increasing nc is a beautiful area but slowly it is being destroyed
9072242_gab,i support government officials taking a firm stance on open borders only as long as it is mandatory for those politicians and their families to live in the same neighbourhoods they refugees and immigrants live in for their entire term
18064714_gab,oh look b.e.t. just joined hgtv the new tiny ghetto house
1256759549262024704_twitter,<user> <user> it always those damn caucasians
1116980933301719040_twitter,asians think that being asian is a personality trait
22078814_gab,wont lift a finger to stop her own people being killed raped though
1166813860571074560_twitter,wakeup muslim world this is time to show the muslims power niklokashmirkikhatir
12210245_gab,you are trying to jewsplain my identity to me my mother was greek orthodox converted i do not even think i technically am ashkenazi nor do i have antiwhite interests if you think i specifically lying to subvert white interests and should be eliminated ok but it still anti reality muted
8607817_gab,they will keep squeezing more productivity out of workers until we drop in our tracks meanwhile they will use immigrant h 1 b labor to keep wages depressed then they will virtue signal furiously to try boost their image distract the proles
1179077511407427586_twitter,<user> <user> <user> a muslim refugee in our country who has not got a clue about our history has no respect for women or the elderly these pigs have no right to be here he should be deported they will never assimilate
18120854_gab,these politicians should be arrested and tried for hoarding illegal immigrants and letting them run amuck putting legal citizens lives in danger
1084222672500940801_twitter,<user> <user> i guess that means it open season on muslims
1205295829248020480_twitter,<user> let start global nuclear war holocaust <number>
1262095664453992451_twitter,<user> this victor hugo guy sure sounds retarded you really wanna listen to him
1083738117138309120_twitter,<user> unwanted house visitor been calling illegal aliens undocumented immigrants too long euphemisms are a slippery slope
11605756_gab,yet another white baby pisses off queers globalists muslims good
13488124_gab,undocumented immigrants are true americans just like you and me we need to get rid of this divisive concept of jews the people who died in the holocaust were nazis not jews and they deserved it it does not matter about their documentation or ethnicity do not be racist
1077759757526712320_twitter,<user> <user> that ’ immature and gay
19580140_gab,well a militaristic state is what the kikes would want thought it would happen under ol barry but now not so much with trump unless the niggers continue to riot antifa faggots protesting attacking and so on
26616013_gab,the black demographic is breaking free of the ghetto plantation and this is why the democrats are going after illegals who are easily manipulated
9149273_gab,i felt pretty bad when the norks murdered a white guy on trumped up charges but now i realize they killed a jew this means war america was always founded on protecting our precious jews also gays
19533112_gab,yeah that time really sucked the fucking vikings were coming down all the rivers in europe and the coasts in the isles and the muzzies were sailing the med coasts and i should give a rats ass about black slaves for a hundred years in the usa hardly
1270298741606461445_twitter,<user> you are a liar people all over the world hate you
1094643815028273152_twitter,<user> what type of muslims are these funded by the hateful saudi wahabi govt
1166742147544100865_twitter,al islah party an affiliate to muslim brotherhood follows daesh muslimbrotherhooddestroyingyemen
1187369583658852352_twitter,and now i can only do complements i cant even express congratulations i hate you
1144896325714096128_twitter,<user> you will find that most women are looked down upon as people believe women cannot be good leaders umimspresident
1081477805488070656_twitter,dude i fucking hate being the ugly friend
1206332526970777600_twitter,<user> i ’ m crying they hate you hahahahaha
4598856_gab,i am feeling sorry for all the moslem refugees let have a sponsorship program each refugee family gets assigned to a family of liberals preferably new york jews and lives with them exclusively for ten years and learns american jewish culture then they continue doing that forever
5088823_gab,it like all of a sudden we just magically know where all the illegal immigrants are speakfreely maga gabfam
23978485_gab,boycotting starbucks over war on christmas was retarded almost as retarded as boycotting chick fil a over the war on the gays
1118103987566383105_twitter,<user> <user> you need help you retard
17542280_gab,i have no sympathy for male feminists being victimized by metoo nor for women who lose out on hypergamy success because of it backlash for years feminists male and otherwise have called men heartless and sexist now men are becoming heartless to whiny bitches carefulwhatuwish4 lyingbitches
7603213_gab,then macron will be perfect for france just think of all the big black somalias he will import he will like them and the french women as well
9346318_gab,one of the most retarded things that sjws whine about is heteronormativity guess what faggots heterosexuality is the norm not only are the wast majority of humans heterosexual but heterosexual sex is how we perpetuate the species heteronormativity is simply the natural order of things
23306935_gab,deport all sand niggers immediately without question finalsolution time
4735062_gab,if you are rioting against a gay jew and his followers does that make you a homophobic nazi miloatcal maga
17962532_gab,fun fact of the four islamic halal markets run by muslim immigrants in one of oregon larger cities three were closed down for rampant foodstamp fraud and fencing stolen goods what about the fourth the county shut it down for health code violations including human fecal e coli in kebabs
11154139_gab,same way getting women raped and murdered outside bars at <number> am is liberating for women women are disposable pawns in women lib war on the white christian family
15333943_gab,this seems a great metaphor the saw is the islamic immigrant hordes that are being maneuvered by the hovering man which represents the globalist elites and the poor slob on his knees is europe and western society naive and trusting
15122827_gab,my theory is twitter new dumb ass retarded rules of monitoring off site behavior will basically mean anyone on gab is a nazi lol that what my take on it is god i hate twitter
23791997_gab,the uk government is depraved enough to cover up its child citizens being mass raped by invading barbarians for political convenience of course they are morally capable of staging the poisoning of two foreign nationals
18521332_gab,i am certain that these klowns are going to try to knot me up when i leave this wretched state i just saw the retard who tried to bait me and burn the house down at the dmv today f*ck <censored> it i will roll like furiosa witness shiny and chrome
5693900_gab,if its all about optics and given few are as aware as ever with white cloth association with the 1 9 th than what did that sea of seated stone faced silence draped in kk ownership white convey as the soaring american rhetoric filled the chamber
17402633_gab,the society of light is my religion if you are interested in joining reply we are antijew antigay just antileft in general together us goyim will defeat the jews without violence ofc no niggers
23157518_gab,canada no matter what your position on immigration you can not argue with facts we are not equipped to take the volume of immigrants the liberals have committed to so what on earth are they doing
4828346_gab,rapsucks ban blm gab fam speak freely big sean puff daddy ice t biggie smalls did all these fucktard rappers get their stupid ass names from walking the grocery store isles hell they can not even spell the damn names right either to be hip and ghetto you gotta be retarded and illiterate <number> <number>
1211191045129752577_twitter,stream winter bear y les doy un beso negro 😁
23948762_gab,anti white neocon ben shapiro supports his own country israel building a wall refusing refugees deporting africans but demands third world immigration and refugees for the usa he wants to see white people ethnically cleansed with third world immigration his emails <email> <email>
23304159_gab,someone seems to be retarded but that one is not me better luck next time
19761994_gab,well you are white trash so fuck off
1001155_gab,às vezes eu esqueço que meu nome tem origem sandnigger
1237480003107008516_twitter,<user> hugo lloris could not catch corona if a chinaman sneezed in his gob
1173573288892731392_twitter,<user> does it matter if i was offended think about the family of the suicide victim you are so retarded
5251506_gab,someone forces a brown cock into a woman pussy omg we need to take action this is unacceptable fucking culture that disrespects women buildawall someone forces a white cock into a woman pussy boys will be boys sluts should not be drinking why did not she fight harder
26972389_gab,since asians are often honorary aryans they will naturally be targeted next
26414293_gab,man you are all backwards the press belongs to the deep state clingers traitors and peeping tom spy agencies ergo <number> percent negative coverage and you failed faggots still lost lol cracks me up
23833543_gab,this stupid bimbo has been pushing this garbage for years abrahamic muslims has no idea what she is talking about neither jews or arabs are of abraham abraham was the patriarch of a white nation and was famous in all aryan civilization
21826496_gab,lol love the doc dr frank corleone 🌹 ‏ <user> did the eminent president trump serve in the military no but neither did the brown racist illegal immigrant ghetto banger ebonics kenyan creep and neither did the womanizer rapist vaginal guru slick willy
1086810180552015872_twitter,also in our <number> most southern provinces islam only brings murder and destruction <user>
14264559_gab,that must be why muzzies hate dogs
24290957_gab,jews are neither white nor mensch they are non nigger males like spic males
1499271_gab,<user> exactly trust fund brat trudeau wants all the muslim immigrants my canadian friends are freaking too
17414677_gab,if this is not a strong case for arranged marriage for libtard white women then i do not know what is majority of leftard white women that marry immigrants are the dumbest bitches on the planet leftard women should have their marriage rights abolished only have arranged marriages to white men
6682005_gab,<user> thanks for the follow i see you found the verobeachcrybully and preciouslittleteacup he aggressively supported confessed lesbian statuary rapist kaitlyn hunt he hates trump trump supporters and christians
26530400_gab,can you possibly not be a retard and stop conflating jewish communist satanism with national socialism that is literally the opposite of all three of those things
25214536_gab,be white people work for 1 0 0 0 of years to build a civilization conquer the world achieve greatness <number> rolls around all of the most alpha males have died in wws white betas start feeling bad for conquering the world society collapses under the weight of its own faggotry
21023451_gab,i mean when you believe one faggots obvious larp why not believe them all
1146383457322336257_twitter,<user> <user> the gravidigger of islam seductress of atheists accidental defamator
1278192_gab,how many syrian refugees has george clooney taken into his home
16297218_gab,is not this about the jerusalem decision this free speech platform would be a good place for the arabs to say why they hate the decision of trump so much
16545708_gab,taxreform somebody wants you to keep killing arabs in the middle east and public opinion to support it but dont worry one day youll have the privilege that jews burn your house like they burned the houses of americans living in california californiafires
16546041_gab,it like stuff is not real to them until it too late or something terrible happens to them like a lot of chicks in germany and other parts of europe they are literally refugees welcome until they are raped or dead then they are suddenly right wing if they survive the attack
2458854_gab,all white people can do is impotently whine when their children are getting raped by the muslim conquerors they deserve rape and murder weaklings die out
3986850_gab,ccs ‏ <user> · 5 m5 minutes ago veterans are still dying waiting for care at the va while our government is spending it resources on illegal immigrants
1082814324299710470_twitter,<user> honesty i hate you man 😭 😂 😂 😂
1986368_gab,is it just me or is the whole richard spencer roman salute ordeal just the alt right version of the game red light green light only the entryists and subversives are too retarded to know when to stop running
14815982_gab,i suspect the only state transformation in sweden will be to the islamic republic of swedenistan eu will be toast any europeans with balls will be in a civil war with moslems 3 rd world immigrant invaders
1090026882702233601_twitter,thanks to zayna my entire tl is arabs fighting about marriage and standards
8408673_gab,the next white man are sympathetic logical black men since jews are already in
1124794519025700864_twitter,<user> eye hate you
26879587_gab,that a fact so much so that asians automatically get <number> points deducted from their sat scores while blacks hispanics get <number> <number> points added to theirs you know just to keep the balance so no one really sees what happening caucasians they are on their own
13476762_gab,the lads were not a mob they were brothers boyfriends cousins protecting females then those girls were over <number> muslims were not interested in them why the lads stopped defending i do not know but generations of muslims have raped young white girls and in mob gangs
19137435_gab,which is the bigger hate crime in canada holocaust denial or pointing out that a muslim did something wrong
4026293_gab,reminder every large left wing protest and riot you see in america is organized by international answer and other openly communist and stalinist groups democrats have no moral problem working with them they are allowed to openly organize violence in america
19162195_gab,nah mccain is a traitor and you talk like a faggot
1111024270841397248_twitter,<user> that court little af i played my nigga jamal on that court was cramming all over scraped him mind you i ’ m short my nigga
4888316_gab,jesus is this what you want american women you have choices now but you would not if muslims take over forget marching with your vaginas on your faces they mutilate that too what the hell is wrong with you for diversity sake ugh
1112718648030965760_twitter,bruhh these niggas wasting my time
15897074_gab,a coming leftist sjw argument on equality we should take kids from straight parents until lesbians and gay men see equity
17849065_gab,yes because saying abortion is wrong and that we should keep life precious is the same as saying interracial coupling is the only way you mouth breathing retard you know how when you selectively breed dogs and the offspring ends up retarded and dying ya thats eugenics in a nutshell
13141030_gab,we all know nyc would never be the city that it is today without latinas in hardhats vaguely effeminate asian men and slavic women submitted to shar ia so sick of globalist propaganda and the anti european patriarchy subliminal programming mnyga maga
17921947_gab,f the evil british empire concentration camp in south africa europe should pay all refugees to leave for uk the future muslim wasteland
1179040820026118144_twitter,<user> <user> <user> <user> please do not refer to us asians as ching chong just because you disagree with a kpop stan it makes you just as trash as them
25078735_gab,<user> ‍ anyone who believes the cia propaganda of the jew main stream media is a brainwashed retarded monkey all democrats are completely retarded no intelligence
22429387_gab,do u find it ironic that you prefer non white women while demeaning all white women for the small and gender similar percentage that race mix
1257150529702031361_twitter,<user> the ccp turned china into chinazi ccp_is_terrorist
1110025330238976000_twitter,takes one retarded ass guy who does not know personal space to ruin my day
17538388_gab,haikus are for fags you are gay for writing them looks like i am gay too why do i write them its just click bait poetry just to get you hooked haiku
23495909_gab,<user> is a dried up hagged out skagged out old prune that has hit the wall at lightspeed no man wants to have sex with her so she takes it out on dead hockey players angry women feminists is there any other kind
17370077_gab,the holocaust is widely believed even by nazis like me gasing jews or napalming vietnamese lacks knightlyhood i e is detestful
13673143_gab,i am not really sure it even makes us look bad we are hardly the neo nazi movement they guy had a bust of hitler and shit lol we are talking a white ethnostate and race being the basis for identity they are talking germany <number> and muh gay jewish neo nazi
19565259_gab,she suffers from the lack of real life experience and is far too disconnected with middle america if she lived just <number> day among the tards in the ghetto she d become the most staunch conservative republican in the world same goes for <number> of all white leftists
1165694615946588161_twitter,<user> <user> illham go back to somolia run for office there leave us alone you are a race baiting anti american illegal alien fraud
1207692798465585152_twitter,being a myday isn ’ t a choice like being black or gay
1142939405293932544_twitter,<user> ever donated <number> to the u ited negro college fund word nigga
1179004811716382720_twitter,<user> ‍ will not talk to <user> ‍ or <user> ‍ because of bad optics but will go on a stream with kike doxxer laura loomer and talk shit on supposed tradthots you really are a pathetic piece of shit kid
16094196_gab,you white republican atheists who stayed home will pay the price you can forget your tax break now
24414450_gab,y lña historia falx falsa kike sdo se trata en convertinos ew n cobardes a los españoles
11907906_gab,the press is derelict in its duty to educate the public … not indoctrinate the public about islam and the danger in surrendering to it
3271251_gab,so what did george michael die from i mean other than the heavy drug use and decades of anonymous gay sex w thousands of strangers
1081883840518545408_twitter,<user> you work a <number> hour shift i fucking hate doubles i be dead by the end
27016350_gab,covertly invest into non white areas invest in ghetto abortion clinics help to raise money for free abortions in primarily non white areas perhaps abortion clinic syndicates throughout north america that primarily operate in non white areas and receive tax support should be promoted margaret sanger eugenics
1186852543420219393_twitter,i ’ m convinced niggas assume more than bitches lol never wanna figure shit out or ask questions just assume
9010124_gab,rasmutten reports shows back lash against political violence and isis images trump popularity has sharp upturn to <number> we must wear the white hats and not becomes like isis every one must condem terror attacks on moslems leave crime to the criminal left and their isis friends we are winning
23411157_gab,just a reminder that <user> ‍ or should i say andre likes little negress titties and sheboons in general
24171840_gab,reasons to not emulate asians <number>
17630999_gab,what you see here is a meetup between german girls and refugees organized by german authorities in kandel one of the girls in kandel mia <number> was later slaughtered by her refugee ex friend her blood is on the hands of the german politicians
24672349_gab,if you nazi faggots stopped being gay perhaps i d stop identifying you as such i do not see that happening though
9690575_gab,no shit is not this sand nigger in jail
1179878321833889793_twitter,<user> tell my retarded coach man prefers a bouncer at left back
23373927_gab,<user> put <user> ‍ in a no win ambush scenario but he no warski so he had to run his faggot mouth newsflash your channel sux and you will never be andy bitch
1092650700050292736_twitter,can ’ t help wondering if his friend had been raped by a white guy would he have gone out for a week looking to provoke and kill white guys
27290189_gab,the sleeper has awoken a week from now <user> will be a theist you watch guys this nigga getting woke lol uh <user> what the difference between awoken and awakened i googled it but i do not get it
21641038_gab,if saccone loses some republican woman in greensburg pa is gonna get on top of a car tonight and scream let burn this bitch down while hundreds or republican voters smash windows steal cigarettes and light retirement homes on fire oh wait white people do not do that
10898853_gab,on <date> my muslim neighbors hanged a winnie the pooh plushy from a tree in their car lot they did those ululations all night for about a week then they realized they were surrounded by rednecks and ghetto rats hijabis lost their head bags after the fbi arrived
14772724_gab,gay jews crying that trump is stuffing federal judges with unqualified young people what qualities are they missing
9342082_gab,black girls reach menses not <number> b confused w mensa much earlier in fact blacks develop physically earlier than whites monkeys develop physically earlier than blacks north asians take the longest to develop hmm seems <number> b a pattern here must be kangz
1204276810520956928_twitter,<user> oh i am retarded and forgot u could even do that lmfao
1125215870412783618_twitter,west arena is full of retards who just straight w key when they see you
1214676696328220673_twitter,<user> i hate you
26548086_gab,normies do not like this holocaust topic though you go there and they will block you possibly do not delude yourselves thinking u have moved the window that much yet trump will disavow you in a heartbeat too if you are a prominent trump supporter and a reporter asks for a response
25200192_gab,the final solution for the queers and the coons and the reds and the jews
6380103_gab,read this about raghead london bus driver arrested in <number> for social media pro isis screeds how britain handles this shit he was freed on bail on the condition that he stop stoking jihad through his active youtube facebook and twitter accounts no room read on drudge today
1159532003651289088_twitter,<user> <user> and white supremacy is a phrase meant to incite racial hatred and violence against white people
5840737_gab,lol why why should i move just becos there is nazi morons here in germany
1257700532979785729_twitter,<user> i hate you po
1165054340995964929_twitter,just know i hate you with every fibre of my being
19663357_gab,the once great sa was a world leader <number> years ago now it is reduced to a ghetto from black rule and johannisburg will soon be a ghost town mark these words
10799388_gab,it is much better here free speech not many ferals or ghetto rats lol
