post_id,annotators,rationales,post_tokens,annotator_labels,text,label_counts,n_annotators,shannon_entropy,stability_bins
23728501_gab,"[{'label': 'normal', 'annotator_id': 211, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 206, 'target': ['Arab', 'Islam', 'Refugee']}, {'label': 'offensive', 'annotator_id': 208, 'target': ['Islam', 'Refugee']}]",[],"['american', 'wealth', 'based', 'on', 'debt', 'opec', 'countries', 'based', 'on', 'wealth', 'real', 'wealth', 'oil', 'let', 'them', 'take', 'the', 'muslim', 'refugees']","['normal', 'hatespeech', 'offensive']",american wealth based on debt opec countries based on wealth real wealth oil let them take the muslim refugees,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1172554911873196032_twitter,"[{'label': 'hatespeech', 'annotator_id': 235, 'target': ['Islam']}, {'label': 'normal', 'annotator_id': 222, 'target': ['Islam']}, {'label': 'offensive', 'annotator_id': 209, 'target': ['Islam']}]",[],"['<user>', '<user>', 'no', 'not', 'really', 'want', 'to', 'see', 'some', 'really', 'horrifying', 'videos', 'i', 'can', 'share', 'some', 'of', 'the', 'muslim', 'brotherhood', 'terror', 'videos']","['hatespeech', 'normal', 'offensive']",<user> <user> no not really want to see some really horrifying videos i can share some of the muslim brotherhood terror videos,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
5317564_gab,"[{'label': 'hatespeech', 'annotator_id': 201, 'target': ['Refugee']}, {'label': 'normal', 'annotator_id': 209, 'target': ['Women', 'Refugee']}, {'label': 'offensive', 'annotator_id': 228, 'target': ['Refugee']}]",[],"['i', 'want', 'to', 'know', 'what', 'the', 'refugees', 'have', 'been', 'told', 'about', 'where', 'they', 'are', 'going', 'my', 'suspicion', 'is', 'that', 'soros', 'filled', 'their', 'heads', 'with', 'fake', 'news', 'of', 'free', 'houses', 'free', 'money', 'fresh', 'new', 'mosques', 'and', 'blonde', 'infidel', 'women', 'just', 'waiting', 'to', 'help', 'them', 'in', 'times', 'of', 'sexual', 'emergency', 'politics', 'news']","['hatespeech', 'normal', 'offensive']",i want to know what the refugees have been told about where they are going my suspicion is that soros filled their heads with fake news of free houses free money fresh new mosques and blonde infidel women just waiting to help them in times of sexual emergency politics news,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1178559091482021893_twitter,"[{'label': 'hatespeech', 'annotator_id': 99, 'target': ['Arab']}, {'label': 'normal', 'annotator_id': 18, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 39, 'target': ['Islam']}]",[],"['<user>', '<user>', '<user>', '<user>', 'at', 'this', 'point', 'i', 'do', 'not', 'remember', 'how', 'many', 'times', 'i', 'have', 'been', 'called', 'towelhead', 'raghead', 'dipperhead', 'while', 'driving', 'truck', 'now', 'i', 'just', 'ignore', 'them', 'but', 'i', 'accept', 'it', 'from', 'her', 'she', 'uses', 'indian', 'accent', 'in', 'her', 'skits', 'so', 'this', 'isnt', 'far', 'off']","['hatespeech', 'normal', 'offensive']",<user> <user> <user> <user> at this point i do not remember how many times i have been called towelhead raghead dipperhead while driving truck now i just ignore them but i accept it from her she uses indian accent in her skits so this isnt far off,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
21876796_gab,"[{'label': 'hatespeech', 'annotator_id': 203, 'target': ['Caucasian', 'Women']}, {'label': 'normal', 'annotator_id': 204, 'target': ['Caucasian']}, {'label': 'offensive', 'annotator_id': 207, 'target': ['None']}]",[],"['why', 'are', 'so', 'many', 'young', 'english', 'girls', 'left', 'unsupervised', 'around', 'these', 'animals', 'are', 'these', 'all', 'poor', 'white', 'trash', 'whose', 'mothers', 'are', 'all', 'out', 'getting', 'drunk', 'or', 'what', 'i', 'do', 'not', 'understand', 'how', 'this', 'grooming', 'thing', 'can', 'go', 'on', 'so', 'badly']","['hatespeech', 'normal', 'offensive']",why are so many young english girls left unsupervised around these animals are these all poor white trash whose mothers are all out getting drunk or what i do not understand how this grooming thing can go on so badly,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1217902137054781441_twitter,"[{'label': 'hatespeech', 'annotator_id': 203, 'target': ['None']}, {'label': 'normal', 'annotator_id': 222, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 235, 'target': ['None']}]",[],"['<user>', 'weren', '’', 't', 'you', 'just', 'tryna', 'kill', 'yourself', 'fuck', 'off', 'lmao', 'and', 'that', 'pic', 'was', 'from', 'july']","['hatespeech', 'normal', 'offensive']",<user> weren ’ t you just tryna kill yourself fuck off lmao and that pic was from july,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
9648670_gab,"[{'label': 'offensive', 'annotator_id': 205, 'target': ['Islam', 'Jewish']}, {'label': 'hatespeech', 'annotator_id': 206, 'target': ['Islam', 'Jewish']}, {'label': 'normal', 'annotator_id': 207, 'target': ['Islam', 'Jewish']}]",[],"['more', 'jews', 'supporting', 'the', 'import', 'of', 'islam', 'curiouser', 'and', 'curiouser']","['offensive', 'hatespeech', 'normal']",more jews supporting the import of islam curiouser and curiouser,"{'offensive': 1, 'hatespeech': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
1160609516007960576_twitter,"[{'label': 'hatespeech', 'annotator_id': 223, 'target': ['African']}, {'label': 'offensive', 'annotator_id': 206, 'target': ['African']}, {'label': 'normal', 'annotator_id': 212, 'target': ['African', 'Caucasian']}]",[],"['beyoncé', 'should', 'cater', 'to', 'her', 'white', 'audience', 'on', 'her', 'next', 'album', 'period', 'yall', 'negros', 'are', 'ungrateful', 'and', 'hateful', 'af', 'so', 'fuck', 'them', 'period', '<user>']","['hatespeech', 'offensive', 'normal']",beyoncé should cater to her white audience on her next album period yall negros are ungrateful and hateful af so fuck them period <user>,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
1126445573224136705_twitter,"[{'label': 'offensive', 'annotator_id': 206, 'target': ['None']}, {'label': 'normal', 'annotator_id': 199, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 203, 'target': ['None']}]",[],"['i', 'hate', 'you', '😒', '<user>']","['offensive', 'normal', 'hatespeech']",i hate you 😒 <user>,"{'offensive': 1, 'normal': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
14018206_gab,"[{'label': 'offensive', 'annotator_id': 203, 'target': ['Jewish']}, {'label': 'hatespeech', 'annotator_id': 206, 'target': ['Islam', 'Jewish']}, {'label': 'normal', 'annotator_id': 211, 'target': ['None']}]",[],"['leftie', 'like', 'her', 'jeremy', 'corbyn', 'george', 'galloway', 'only', 'oppose', 'israel', 'because', 'they', 'oppress', 'brown', 'moslem', 'in', 'palestine', 'they', 'support', 'the', 'israeli', 'agenda', 'in', 'the', 'west', 'of', 'endless', 'holocaust', 'propaganda', 'hate', 'speech', 'laws', 'open', 'borders', 'for', 'white', 'country', 'only', 'white', 'country']","['offensive', 'hatespeech', 'normal']",leftie like her jeremy corbyn george galloway only oppose israel because they oppress brown moslem in palestine they support the israeli agenda in the west of endless holocaust propaganda hate speech laws open borders for white country only white country,"{'offensive': 1, 'hatespeech': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
1164021403231776771_twitter,"[{'label': 'normal', 'annotator_id': 205, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 223, 'target': ['Other']}, {'label': 'offensive', 'annotator_id': 208, 'target': ['Other']}]",[],"['<user>', 'you', 'do', 'realize', 'nazi', 'were', 'nationalist', 'socialists', 'you', 'know', 'the', 'system', 'that', 'bernie', 'and', 'all', 'those', 'hippies', 'are', 'implementing']","['normal', 'hatespeech', 'offensive']",<user> you do realize nazi were nationalist socialists you know the system that bernie and all those hippies are implementing,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
16498340_gab,"[{'label': 'normal', 'annotator_id': 199, 'target': ['Women']}, {'label': 'offensive', 'annotator_id': 222, 'target': ['Islam']}, {'label': 'hatespeech', 'annotator_id': 209, 'target': ['Women']}]",[],"['good', 'bye', 'facebook', 'and', 'twitter', 'its', 'ok', 'to', 'see', 'people', 'thrown', 'off', 'buildings', 'women', 'being', 'stoned', 'and', 'head', 'cut', 'off', 'god', 'forbid', 'the', 'truth', 'being', 'told']","['normal', 'offensive', 'hatespeech']",good bye facebook and twitter its ok to see people thrown off buildings women being stoned and head cut off god forbid the truth being told,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
1079059265627795456_twitter,"[{'label': 'hatespeech', 'annotator_id': 223, 'target': ['Refugee']}, {'label': 'normal', 'annotator_id': 206, 'target': ['Refugee']}, {'label': 'offensive', 'annotator_id': 217, 'target': ['Women']}]",[],"['fuck', 'witches', 'get', 'honey', '🐝', '🐝', 'more', 'trees', 'less', 'refugees', '🌲', '🌲', 'less', 'gas', 'more', 'grass', '🌾', '🌱', 'if', 'you', 'do', 'not', 'pick', 'up', 'trash', 'you', 'are', 'not', 'eco', 'fash', '🗑', '️', '🗑', '️']","['hatespeech', 'normal', 'offensive']",fuck witches get honey 🐝 🐝 more trees less refugees 🌲 🌲 less gas more grass 🌾 🌱 if you do not pick up trash you are not eco fash 🗑 ️ 🗑 ️,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
21766022_gab,"[{'label': 'hatespeech', 'annotator_id': 208, 'target': ['Asian']}, {'label': 'offensive', 'annotator_id': 228, 'target': ['Asian']}, {'label': 'normal', 'annotator_id': 248, 'target': ['Asian']}]",[],"['i', 'recommend', 'the', 'film', 'no', 'escape', 'to', 'everyone', 'to', 'see', 'how', 'evil', 'asians', 'can', 'be', 'in', 'a', 'race', 'war']","['hatespeech', 'offensive', 'normal']",i recommend the film no escape to everyone to see how evil asians can be in a race war,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
15871173_gab,"[{'label': 'offensive', 'annotator_id': 205, 'target': ['Women', 'Refugee']}, {'label': 'hatespeech', 'annotator_id': 223, 'target': ['Refugee', 'Other']}, {'label': 'normal', 'annotator_id': 200, 'target': ['None']}]",[],"['the', 'trump', 'effect', 'will', 'have', 'its', 'sway', 'and', 'she', 'will', 'no', 'doubt', 'get', 'raped', 'or', 'something', 'by', 'an', 'illegal', 'and', 'he', 'will', 'get', 'off', 'lol']","['offensive', 'hatespeech', 'normal']",the trump effect will have its sway and she will no doubt get raped or something by an illegal and he will get off lol,"{'offensive': 1, 'hatespeech': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
16888034_gab,"[{'label': 'hatespeech', 'annotator_id': 208, 'target': ['Homosexual', 'Islam']}, {'label': 'offensive', 'annotator_id': 227, 'target': ['Homosexual', 'Islam']}, {'label': 'normal', 'annotator_id': 228, 'target': ['None']}]",[],"['you', 'stop', 'lying', 'to', 'yourself', 'churches', 'all', 'over', 'western', 'europe', 'are', 'gay', 'friendly', 'have', 'gay', 'weddings', 'worship', 'jews', 'and', 'welcome', 'moslimes', 'dark', 'ages', 'are', 'called', 'such', 'for', 'a', 'reason', 'tyranical', 'reign', 'of', 'churches', 'only', 'after', 'reneissance', 'of', 'pre', 'christian', 'european', 'heritage', 'europe', 'has', 'seen', 'enlightement']","['hatespeech', 'offensive', 'normal']",you stop lying to yourself churches all over western europe are gay friendly have gay weddings worship jews and welcome moslimes dark ages are called such for a reason tyranical reign of churches only after reneissance of pre christian european heritage europe has seen enlightement,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
9001081_gab,"[{'label': 'normal', 'annotator_id': 211, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 225, 'target': ['Arab', 'Islam', 'Refugee']}, {'label': 'offensive', 'annotator_id': 221, 'target': ['Islam']}]",[],"['when', 'white', 'europeans', 'start', 'moving', 'to', 'muslim', 'countries', 'and', 'murdering', 'and', 'raping', 'the', 'natives', 'by', 'the', 'thousands', 'then', 'shitlibs', 'might', 'have', 'a', 'case', 'that', 'white', 'on', 'muslim', 'attacks', 'are', 'somehow', 'morally', 'equivalent', 'the', 'mudslimes', 'run', 'over', 'in', 'london', 'were', 'not', 'innocent', 'victims', 'they', 'were', 'colonizers', 'and', 'deserved', 'it']","['normal', 'hatespeech', 'offensive']",when white europeans start moving to muslim countries and murdering and raping the natives by the thousands then shitlibs might have a case that white on muslim attacks are somehow morally equivalent the mudslimes run over in london were not innocent victims they were colonizers and deserved it,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1091105782735749120_twitter,"[{'label': 'normal', 'annotator_id': 203, 'target': ['Refugee']}, {'label': 'hatespeech', 'annotator_id': 235, 'target': ['Hispanic', 'Refugee']}, {'label': 'offensive', 'annotator_id': 216, 'target': ['Refugee']}]",[],"['democrats', 'are', 'inviting', 'illegal', 'immigrants', 'who', 'were', 'fired', 'from', 'trump', 'golf', 'club', 'to', 'the', 'state', 'of', 'the', 'union', 'address', 'good', 'now', 'invite', 'ice']","['normal', 'hatespeech', 'offensive']",democrats are inviting illegal immigrants who were fired from trump golf club to the state of the union address good now invite ice,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1104566514882134017_twitter,"[{'label': 'hatespeech', 'annotator_id': 209, 'target': ['None']}, {'label': 'normal', 'annotator_id': 203, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 235, 'target': ['None']}]",[],"['i', 'hate', 'living', 'in', 'the', 'ghetto', 'sometimes', 'bc', 'places', 'be', 'scared', 'to', 'deliver', 'here', 'past', '<number>']","['hatespeech', 'normal', 'offensive']",i hate living in the ghetto sometimes bc places be scared to deliver here past <number>,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
1179043060598083585_twitter,"[{'label': 'hatespeech', 'annotator_id': 64, 'target': ['Men', 'Homosexual']}, {'label': 'offensive', 'annotator_id': 1, 'target': ['Homosexual']}, {'label': 'normal', 'annotator_id': 9, 'target': ['None']}]",[],"['<user>', 'okay', 'faggot']","['hatespeech', 'offensive', 'normal']",<user> okay faggot,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
4509117_gab,"[{'label': 'normal', 'annotator_id': 204, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 207, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 203, 'target': ['African']}]",[],"['nbc', 'universal', 'pulled', 'the', 'plug', 'on', 'jigaboo', 'esquire', 'channel', 'last', 'week', 'hahaha', 'the', 'ghetto', 'is', 'left', 'with', 'the', 'howler', 'monkeys', 'on', 'bet']","['normal', 'offensive', 'hatespeech']",nbc universal pulled the plug on jigaboo esquire channel last week hahaha the ghetto is left with the howler monkeys on bet,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
27473743_gab,"[{'label': 'offensive', 'annotator_id': 202, 'target': ['Arab', 'Asian', 'Islam']}, {'label': 'normal', 'annotator_id': 200, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 206, 'target': ['Arab', 'Asian', 'Islam']}]",[],"['so', 'tommy', 'robinson', 'has', 'been', 'transferred', 'to', 'a', '<number>', 'asian', 'muslim', 'prison', 'in', 'midlands', 'where', 'he', 'is', 'facing', 'certain', 'death', 'please', 'email', 'write', 'donate', 'do', 'what', 'you', 'can', 'savetommyrobinson']","['offensive', 'normal', 'hatespeech']",so tommy robinson has been transferred to a <number> asian muslim prison in midlands where he is facing certain death please email write donate do what you can savetommyrobinson,"{'offensive': 1, 'normal': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
10892428_gab,"[{'label': 'offensive', 'annotator_id': 203, 'target': ['Other']}, {'label': 'normal', 'annotator_id': 221, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 211, 'target': ['Islam']}]",[],"['you', 'retarded', 'lefties', 'had', 'bannon', 'more', 'or', 'less', 'muzzled', 'in', 'the', 'wh', 'cry', 'retards', 'cuz', 'you', 'have', 'now', 'let', 'slip', 'the', 'dog', 'of', 'war']","['offensive', 'normal', 'hatespeech']",you retarded lefties had bannon more or less muzzled in the wh cry retards cuz you have now let slip the dog of war,"{'offensive': 1, 'normal': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
22858868_gab,"[{'label': 'hatespeech', 'annotator_id': 204, 'target': ['Caucasian']}, {'label': 'normal', 'annotator_id': 222, 'target': ['Caucasian']}, {'label': 'offensive', 'annotator_id': 209, 'target': ['Hispanic']}]",[],"['that', 'your', 'witty', 'comeback', 'to', 'whites', 'in', 'south', 'africa', 'why', 'are', 'they', 'there', 'is', 'white', 'countries', 'are', 'so', 'great', '🤷', '🏻', '\u200d', '♂', '️', '🤣', 'you', 'dumb', 'fucks', 'are', 'so', 'inferior', 'it', 'sad']","['hatespeech', 'normal', 'offensive']",that your witty comeback to whites in south africa why are they there is white countries are so great 🤷 🏻 ‍ ♂ ️ 🤣 you dumb fucks are so inferior it sad,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
17490770_gab,"[{'label': 'offensive', 'annotator_id': 200, 'target': ['Jewish', 'Other']}, {'label': 'normal', 'annotator_id': 206, 'target': ['Hispanic', 'Jewish']}, {'label': 'hatespeech', 'annotator_id': 223, 'target': ['Jewish', 'Other']}]",[],"['the', 'lefts', 'go', 'through', 'the', 'are', 'we', 'the', 'baddies', 'skit', 'realizing', 'they', 'were', 'the', 'nazis', 'all', 'along', 'nazis', 'are', 'leftists', 'are', 'commies', 'are', 'bolsheviks', 'are', 'jews', 'the', 'circle', 'is', 'complete']","['offensive', 'normal', 'hatespeech']",the lefts go through the are we the baddies skit realizing they were the nazis all along nazis are leftists are commies are bolsheviks are jews the circle is complete,"{'offensive': 1, 'normal': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
24264037_gab,"[{'label': 'offensive', 'annotator_id': 209, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 206, 'target': ['African']}, {'label': 'normal', 'annotator_id': 211, 'target': ['None']}]",[],"['give', 'a', 'ghetto', 'thug', 'any', 'reason', 'to', 'riot', 'and', 'the', 'losers', 'will', 'they', 'are', 'violent', 'hateful', 'people', 'they', 'dont', 'even', 'have', 'a', 'reason', 'at', 'all', 'in', 'this', 'since', 'it', 'does', 'not', 'involve', 'any', 'black', 'thugs', 'soros', 'will', 'make', 'sure', 'the', 'proper', 'thug', 'arousers', 'show', 'up', 'to', 'get', 'the', 'violence', 'rolling']","['offensive', 'hatespeech', 'normal']",give a ghetto thug any reason to riot and the losers will they are violent hateful people they dont even have a reason at all in this since it does not involve any black thugs soros will make sure the proper thug arousers show up to get the violence rolling,"{'offensive': 1, 'hatespeech': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
19680858_gab,"[{'label': 'offensive', 'annotator_id': 237, 'target': ['Other']}, {'label': 'normal', 'annotator_id': 211, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 208, 'target': ['Islam']}]",[],"['<user>', 'u', 'can', 'pretty', 'much', 'spout', 'the', 'marxist', 'party', 'line', 'on', 'cnn', 'but', 'just', 'try', 'once', 'mentioning', 'how', 'sweden', 'is', 'being', 'raped', 'by', 'me', 'drooling', 'jihadists', 'that', 'just', 'wont', 'fly', 'sound', 'of', 'record', 'being', 'seriously', 'scratched', 'uh', 'pardon', 'us', 'folks', 'while', 'we', 'take', 'a', 'short', 'station', 'break']","['offensive', 'normal', 'hatespeech']",<user> u can pretty much spout the marxist party line on cnn but just try once mentioning how sweden is being raped by me drooling jihadists that just wont fly sound of record being seriously scratched uh pardon us folks while we take a short station break,"{'offensive': 1, 'normal': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
9643647_gab,"[{'label': 'hatespeech', 'annotator_id': 206, 'target': ['Arab', 'Islam']}, {'label': 'normal', 'annotator_id': 221, 'target': ['Islam']}, {'label': 'offensive', 'annotator_id': 202, 'target': ['Islam']}]",[],"['oh', 'look', 'another', 'muslim', 'with', 'ties', 'to', 'cair', 'the', 'front', 'group', 'for', 'the', 'terrorist', 'muslim', 'brotherhood', 'is', 'running', 'for', 'office', 'instead', 'of', 'being', 'in', 'jail', 'for', 'being', 'a', 'terrorist', 'supporter', 'by', 'the', 'way', 'us', 'taxpayers', 'paid', 'to', 'import', 'this', 'scumbag', 'just', 'another', 'part', 'of', 'obama', 'legacy']","['hatespeech', 'normal', 'offensive']",oh look another muslim with ties to cair the front group for the terrorist muslim brotherhood is running for office instead of being in jail for being a terrorist supporter by the way us taxpayers paid to import this scumbag just another part of obama legacy,"{'hatespeech': 1, 'normal': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
26257978_gab,"[{'label': 'normal', 'annotator_id': 215, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 212, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 217, 'target': ['African', 'Men', 'Women']}]",[],"['asshole', 'ghetto', 'trash', 'bastard', 'i', 'will', 'have', 'a', 'party', 'when', 'someone', 'puts', 'his', 'in', 'the', 'ground']","['normal', 'offensive', 'hatespeech']",asshole ghetto trash bastard i will have a party when someone puts his in the ground,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
1122251315365597185_twitter,"[{'label': 'normal', 'annotator_id': 199, 'target': ['None']}, {'label': 'hatespeech', 'annotator_id': 209, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 211, 'target': ['None']}]",[],"['<user>', '<user>', 'i', 'fucking', 'hate', 'you']","['normal', 'hatespeech', 'offensive']",<user> <user> i fucking hate you,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
10548673_gab,"[{'label': 'normal', 'annotator_id': 204, 'target': ['Refugee']}, {'label': 'hatespeech', 'annotator_id': 203, 'target': ['Refugee']}, {'label': 'offensive', 'annotator_id': 202, 'target': ['Refugee', 'Other']}]",[],"['the', 'only', 'thing', 'we', 'can', 'hope', 'for', 'now', 'is', 'for', 'poland', 'to', 'take', 'in', 'german', 'refugees', 'actual', 'not', 'tan', 'and', 'train', 'them', 'to', 'overthrow', 'the', 'illegitimate', 'government', 'of', 'germany', 'and', 'crush', 'the', 'eu']","['normal', 'hatespeech', 'offensive']",the only thing we can hope for now is for poland to take in german refugees actual not tan and train them to overthrow the illegitimate government of germany and crush the eu,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
10010765_gab,"[{'label': 'hatespeech', 'annotator_id': 200, 'target': ['Homosexual']}, {'label': 'offensive', 'annotator_id': 210, 'target': ['None']}, {'label': 'normal', 'annotator_id': 199, 'target': ['Homosexual']}]",[],"['right', 'definitely', 'not', 'going', 'back', 'to', 'the', 'fag', 'hag', 'thing', 'it', 'was', 'fun', 'for', 'a', 'bit', 'in', 'my', '<number>', 'but', 'outrageously', 'gay', 'people', 'are', 'just', 'too', 'high', 'strung', 'for', 'me', 'it', 'back', 'to', 'that', 'reason', 'i', 'can', 'not', 'be', 'a', 'lesbian']","['hatespeech', 'offensive', 'normal']",right definitely not going back to the fag hag thing it was fun for a bit in my <number> but outrageously gay people are just too high strung for me it back to that reason i can not be a lesbian,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
25605196_gab,"[{'label': 'normal', 'annotator_id': 17, 'target': ['None']}, {'label': 'offensive', 'annotator_id': 39, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 54, 'target': ['Women', 'African', 'Jewish']}]",[],"['last', 'nights', 'black', 'lighting', 'show', 'ov', 'yea', 'such', 'miscasting', 'jewy', 'jewnose', 'is', 'the', 'white', 'guy', 'forcing', '<number>', 'niglets', 'to', 'deal', 'drugs', 'but', 'blond', 'hergerman', 'is', 'the', 'comet', 'pizza', 'guy', 'keeping', 'powerful', 'niggerette', 'girls', 'trapped', 'in', 'his', 'basement', 'pizzagate', 'seriously', 'visit', 'dc', 'sometime', '<user>', '<user>', '<user>', '<user>', '<user>', '\u200d']","['normal', 'offensive', 'hatespeech']",last nights black lighting show ov yea such miscasting jewy jewnose is the white guy forcing <number> niglets to deal drugs but blond hergerman is the comet pizza guy keeping powerful niggerette girls trapped in his basement pizzagate seriously visit dc sometime <user> <user> <user> <user> <user> ‍,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
1182743253776568322_twitter,"[{'label': 'normal', 'annotator_id': 238, 'target': ['Refugee', 'Other']}, {'label': 'hatespeech', 'annotator_id': 200, 'target': ['Other']}, {'label': 'offensive', 'annotator_id': 202, 'target': ['Other']}]",[],"['<user>', 'fuck', 'every', 'cop', 'behind', 'him', 'they', 'are', 'sworn', 'to', 'protect', 'those', 'same', 'refugees', 'and', 'this', 'is', 'how', 'they', 'behave']","['normal', 'hatespeech', 'offensive']",<user> fuck every cop behind him they are sworn to protect those same refugees and this is how they behave,"{'normal': 1, 'hatespeech': 1, 'offensive': 1}",3,1.584962500721156,high_disagreement
17903027_gab,"[{'label': 'hatespeech', 'annotator_id': 225, 'target': ['Homosexual', 'Jewish']}, {'label': 'offensive', 'annotator_id': 203, 'target': ['Homosexual', 'Caucasian']}, {'label': 'normal', 'annotator_id': 211, 'target': ['Homosexual']}]",[],"['now', 'we', 'got', 'gays', 'being', 'proud', 'of', 'how', 'they', 'are', 'good', 'normal', 'white', 'people', 'not', 'being', 'proud', 'of', 'how', 'they', 'are', 'pathology', 'got', 'normalized', 'normal', 'became', 'a', 'pathology', 'gay']","['hatespeech', 'offensive', 'normal']",now we got gays being proud of how they are good normal white people not being proud of how they are pathology got normalized normal became a pathology gay,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
17700189_gab,"[{'label': 'hatespeech', 'annotator_id': 206, 'target': ['Jewish']}, {'label': 'offensive', 'annotator_id': 203, 'target': ['None']}, {'label': 'normal', 'annotator_id': 211, 'target': ['None']}]",[],"['turkish', 'kids', 'in', 'german', 'schools', 'have', 'been', 'laughing', 'about', 'the', 'forced', 'holocaust', 'indoctrination', 'for', 'decades']","['hatespeech', 'offensive', 'normal']",turkish kids in german schools have been laughing about the forced holocaust indoctrination for decades,"{'hatespeech': 1, 'offensive': 1, 'normal': 1}",3,1.584962500721156,high_disagreement
1218031762024095744_twitter,"[{'label': 'normal', 'annotator_id': 217, 'target': ['Men', 'Women']}, {'label': 'offensive', 'annotator_id': 206, 'target': ['African']}, {'label': 'hatespeech', 'annotator_id': 223, 'target': ['African']}]",[],"['i', 'be', 'talking', 'to', 'the', 'dumbest', 'niggas', 'alive', '🥴', 'ugh']","['normal', 'offensive', 'hatespeech']",i be talking to the dumbest niggas alive 🥴 ugh,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
10348812_gab,"[{'label': 'normal', 'annotator_id': 239, 'target': ['Refugee']}, {'label': 'offensive', 'annotator_id': 222, 'target': ['Refugee']}, {'label': 'hatespeech', 'annotator_id': 213, 'target': ['Refugee']}]",[],"['if', 'the', 'illegal', 'immigrant', 'is', 'a', 'supposed', 'doctor', 'why', 'is', 'he', 'leaving', 'his', 'own', 'country', 'why', 'cant', 'he', 'finance', 'himself', 'properly', 'if', 'he', 'wants', 'to', 'take', 'up', 'his', 'practice', 'why', 'isnt', 'he', 'applying', 'legally']","['normal', 'offensive', 'hatespeech']",if the illegal immigrant is a supposed doctor why is he leaving his own country why cant he finance himself properly if he wants to take up his practice why isnt he applying legally,"{'normal': 1, 'offensive': 1, 'hatespeech': 1}",3,1.584962500721156,high_disagreement
