query_id,text
24845241_gab,not all women are femnazis i was explaining that jews consider themselves a different race
9622462_gab,i have never had any complaints from women in the bedroom rohypnol fucking awesome
25771896_gab,i want a militant village dictator to worship he is a compassionate leader and cares deeply about our zip code but will bring violence in an instant to anyone who threatens the safety of our town he does not care for the neighboring mayor finds him weak
24138034_gab,beware the <number> <number> jew dyke
21239467_gab,rate my golf game i am around <number> and gay this is my golf club bitch fuck you
8450942_gab,a towelhead naturally would not be alarmed everything is going as planned
9448369_gab,ghetto conversion for allahha
1076642231371497472_twitter,<user> do not talk to that person again if they are going to get that salty over something dumb that is retarded
23235801_gab,gotta love it when whites hate themselves i seriously believe david should off himself before that he should be enslaved by some muzzies then gang raped by them all somewhere in the middle east then after they give him a loaded gun so he can do the finale
8829390_gab,it good to know that part of the west is staying firm we could have been generous with refugees without destroying our societies if we were more realistic about numbers and prepared to defend our own culture as things are however saying no seems the only way standwithpoland
5378093_gab,no my anti feminist beliefs stem from my great love and reverence for women forcing females to be the same as men is not only damaging for society but is unfair to women who must be forced to endure roles for which they were not biologically suited
1220184102684495873_twitter,man i ’ ve done a lot shit while poor nigga most of my childhood i was poor lol
5923246_gab,i am hesitant to believe the <number> in <number> women will be raped on campus myth why would any woman choose to go to college if there is a <number> chance she will be raped worse odds than russian roulette would be interested to see more accurate statistics and estimates
13807009_gab,every whore in hollywood is claiming weinstien raped them the truth is that these women threw themselves at him competitively these women walked right into his life and knew exactly how to get the job now they pretend they are victims not buying it
5838248_gab,mgtow guy we are not women haters we are women understanders hmm interesting might work for jews just as sobran counter semite does leave out the we are not of course i am not i am weak any contruction
14079532_gab,calling mohamed a pedophile or inbred is frankly retarded just take a look at who married who in the greatest monarchies in europe it not like if there wasn t a shittons of good arguments to oppose islamists but somehow ppl end up choosing the one that apply to us also
1232347492005498881_twitter,<user> <user> jihadi terrorists will get back in their own coin
25804497_gab,anti white hollywood is now obsessed with having non whites appropriating white culture and with promoting the blending of white people out of existence through diversity and race mixing hollywood entertainment
18496569_gab,rt queeniessoapbox seems following retweeting someone is far more serious sinister than a defining your entire existence by a 7 th century book which promotes violence intolerance bloodthirsty terrorism as well as misogyny murder who knew <user>
5938845_gab,today was not a woman march it was a bitch march of commies and witchs promoting shariah where women in islam are property they love goats more i am a lady ladies did not march today
8810281_gab,my problem is to get there i have to get on a plane and risk being on it with a raghead terrorist love to see europe not worth the risk at present
26385395_gab,the fuckin pathetic state of britain and for all those who allowed these sand niggers to infiltrate and take over your nation you deserve it
1177662316835475457_twitter,<user> <user> <user> it called capitalism towel head go back to your communist country and see how that works out
11258833_gab,the phenomenon of young black men raping old white women is frequent enough to make one guilty of the saileresque crime of noticing for well noticing
16786772_gab,in a country culture in which whites and whiteness are demonized as ours these kinds of ideas seem outdated we are being put in a cultural ghetto as a people donald trump is seriously considered a white supremacist donald trump why he a straight white male and not an sjw
22954097_gab,unlike uk police other eu nations police force have gone to war with islam to repel the invaders uk police place the safety and well being of the conquerors before the future of the uk and its native peoples
26371449_gab,jews are born trouble makers
1118234099091673088_twitter,<user> this is your future if you support islam in your country and i am arabic just being real with you snowflakes
2540763_gab,<user> sorry but no it would devalue votes in overpopulated areas i e those areas over run by immigrants not citizens yet who we know are voting and we do not currently have any way to stop them maga
1233829406721761281_twitter,<user> hindus are tolerant towards others while muslims are not muslims always use violence in their own benefit
1204525535495368704_twitter,why is it so hard to meet jewish women i know all em ain ’ t die in the holocaust
7040544_gab,disappointed they still have not tracked down that filthy savage who gunned down that elderly gentleman facebook live should be shut down it been overtaken by utter ghetto trash and psycho lunatics like this never had fb and i never will
7385200_gab,u r right white is a misnomer there are irish english german swedish italian french swiss etc we must ban together yes the germans want to be german and the irish want to be irish so be it find our common enemy we must free our lands invaders out
1271903121585901570_twitter,<user> <user> where ’ the lynching just a lil nazi getting what he deserve he should go back to the safe space he came from
1097714439825051648_twitter,assistam crazy rich asians mt boom
20678909_gab,remember kids the muslim veil is a symbol of empowerment
11542353_gab,somewhere there a memo from when someone decided to dump money into the gay rights movement saying from the top down to stop talking about pedophilia as part of it it got to have that idiosyncrasy until it was useful for political purposes at which point it became a liability
19731216_gab,i think he largely joking let be real here and if he is not it a pretty good threat what woman wants to get shot in the vagina i mean that a pretty good way to discourage women from joining communist resistance
25295913_gab,in the uk yeah right cops do not even speak up when they find a muslim rapegang
1118523950663909377_twitter,<user> dudley is a fucking twat and a pestilence to this constituency hope he gets the ole heave ho shortly
1164967256553656320_twitter,fuck you and you and you i hate your friends and they hate me too blackbear
3879739_gab,<user> as long as he for muslim registry and banning of muslims
15633381_gab,one important thing remember that the holocaust started with a travel ban the jews could not leave the ghettos let that sink in i think we white people need to stop thinking in terms of race and religion replacing that with ideals and love rabbi loanstein
2098760_gab,popped into ze ecuadorian embassy today ran into mein nigger ju ass we shared a scone or was it ein sophisticated scone eating robot
1259801875056070657_twitter,<user> or that face you make when your peruvian bitch blows your dick like a pan flute
5001183_gab,if immigrants are not assimilating they should lose all government benefits and be deported maga trump
23345003_gab,i am new here trying this gab thing hope it better then ghetto tube
14971751_gab,i have upgraded your status from gangsta to playa this nigger here understands what real issues are due to his objectivity and foresight
4582737_gab,the hoopla over the immigrants being detained at airports only has to do with those with visas not refugees the refugees are not getting in the msm making this issue bigger than it really is maga trumpiswinning banimmigrants
26985413_gab,homophobic means someone that is afraid of homosexuality who can be afraid of a lesbian lol 😂
15907687_gab,love it islam does not belong in europe
3814093_gab,<user> obama born in hawaii or not was raised in muslim countries by muslim father figures he has no allegiance to the usa but then neither do most democrats ironically his narcissism may have prevented him from working harder to destroy american exceptionalism worstpresidentever
1179095481563123713_twitter,<user> <user> <user> what pisses me off the most is i knew your crusty white asses were going to show up with this bullshit because you are disingenuous racists you are phony as fuck
1262278238291677187_twitter,if you ever click on my profile pic i hate you it ’ for far away purposes only
7745211_gab,lol odd how every eyewitness victim reports a sexually aroused gay sasquatch
12482558_gab,were the kardasians jenners raised to be coal burners or what i mean the mom married a crazy white man that thinks hes a lady you think she raised them not to like white guys
18997113_gab,this morning ignoring the message of unity democrats zero in on accusing trump of portraying immigrants as an economic burden killers and gang members forgetting they have spent the last year telling america that republicans were going to kill everyone wednesdaywisdom sotu
4853166_gab,we do not keep our doors close because we hate the people outside we close them because we love the people inside that pretty much explains trump ban on muslim countries gabfam maga <user> <user>
18092954_gab,only a face a muslim could love
8540902_gab,suspended from twitter for calling a ghetto thug name tré melvin racist for referring to white people as white trash twitter is clearly moderated by members of the new black panther party
804437519194529792_twitter,did i just hear you call that gay try again using words like stupid dumb lame or retarded thanks ☺ ️ 😘
18214685_gab,taxpayer dollars should not be used to reward illegal immigrants who break into this country we are being taken advantage of
19772295_gab,black pride ✅ gay pride ✅ white pride ❌ your a nazi gaysfortrump maga
16911762_gab,is not it ironic freddy that something as manly as mixed martial arts would be too cuck to allow a scary nationalist on their team it run by jews i take it the ultimate whiny pussies that always get other people to do the fighting for them heh
19278215_gab,illegal immigrants dont have rights
11699104_gab,jews call their enemies white supremacists so welcome to the war the only question is wether youll run like a coward or youll defend yourself
1275589575050698752_twitter,“ sml ” and “ edi wow ” both radiate dumb bitch energy lmao
1170418694104600576_twitter,<user> <user> lmao shut up bitch report that
17831452_gab,trump multi dimensional chess <number> call other countries shitholes see shithole trend <number> trump haters lose their minds with outrage <number> wait a day until msm invents proudshitholer hashtag <number> trump haters promote smart and hardworking immigrants <number> deport all of the dumb and lazy immigrants
4787035_gab,why is it we always read about muslim scum raping and gang raping caucasian women but never about caucasians raping or gang raping muslim women
1178429287424253970_twitter,acts <number> <number> for just declaring one white devil repentance unto god for his or her devil biological genetic whiteness of satan is not good enough but they must back up their repentance with works of penitence unto god giving all their riches away to god people the
1232365774972518401_twitter,<user> <user> radical muslim terrorist
19080272_gab,l.a. homelessness surged <number> in six years here why the crisis has been decades in the making los angeles times however islamic <number> <number> syrian refugees got homes last several years and <number> <number> somalians last <number> y that for whom the liberals fight for real pic btw
1111709058111807488_twitter,<user> dear your worries are not even relevant by the way why only muslims and seasonal hindus are worried
1178825627413221376_twitter,basically to summarize all your key points mgtow mra are women hating flaming queers cc <user> <user> <user> ‍ <user> <user> ‍
1168221143062286336_twitter,reason for not supporting homosexuality the bible the bible pride is a sin so called “ christians ” straight pride yeehaw
21745611_gab,lol violence against me will end terribly you pussy feel free to try though i do show mercy for effort if i am having a good day 😘
24007259_gab,if you are a young white guy looking for a curvy white woman to date and marry good luck to you cause most white women are fat and covered in tattoos and are having sex with all comers including blacks hispanics and muslims
22968735_gab,hi niggers add me on discord chanel <number> especially you <user> ‍
6549404_gab,nancy pelosi speech at the aipac was bizarre on the other hand slavery is only appropriate for slaves when oppressed themselves the jews never gave in they never caved admirable truly a quality of born masters whites on the other hand only seem to thrive when on their knees
13698648_gab,never hit a woman in my life but with some of these kids walking the streets with hardly any clothes on and wondering why they are raped is beyond me i know they have a right to wear what they want but hell lets be honest here
1178172311565938688_twitter,<user> <user> <user> <user> yea i am tired of every right wing nut trying to turn the tables by saying socialists are the nazis when it them who are all white power blablabla … thank god you are a dying breed
24710063_gab,she has come to her senses and realizes niggers are incapable of living in a civilized manner and she knows precisely what she is doing you are the only one without sense and without a good plan
5154124_gab,steve sailer do white award winners have to apologize to black losers from now on
16427624_gab,i am not opposed to gifted women working in the sciences but can we please end affirmative action implement a meritocracy instead
1086477148649598977_twitter,i know papa johns better hurry the fuck up with my pizza or it ’ ll be violence
10039905_gab,evo1014 days ago edited here in san francisco the roma women sit their children on the sidewalk with signs begging for cash too bad cps are too busy fucking over hard working americans to bother with these people the roma culture is built upon thieving
1107013241148850177_twitter,<user> and you a dumb bitch in mine keep typing hoe you still retarded
1116797272082264065_twitter,rt to be added to a gc must be arab or muslim stan bts 🥰
4471271_gab,do not forget slick willie he raped juanita and lied to the american public about monica they have both been no goods for a long time <user>
1179083428924231680_twitter,<user> <user> <user> <user> bro the world knows the pak is home to many un designated terrorists including osama bin laden same on you as kill all your minorities but in india muslims are happy many are educated rich and peaceful not like paki muslims only spreading hatred
1625915_gab,maga speakfreely if the world already hates you white people if black women already hate white women out of jealousy if black men already hate white men out of inferiority complex if arabs hate whites due to religion what exactly do you have to lose by loving yourself
24161327_gab,this is what you get when you allow islam to run a country
1196569512646082560_twitter,<user> go live in a mud hut that housing so is a tent in a refugee camp
1225605290940338176_twitter,<user> <user> north africans are arabs so they are technically white by skintone so it doesn ’ t change anything
1201707618961690624_twitter,de anônimo para <user> i love you i hate you delicious perfect i hate you satanist
1126801485096861696_twitter,<user> <user> are you sure i know most of you hate indian muslims and christians equally
19521403_gab,he blames white supremacy when blaming the jews would make the world make sense what do you think his iq is
23240871_gab,but they had help the english gov t invited them and the english people allow it i say is that a muslim invasion i see on the high street yes it would appear so have you heard about manchester untied game today
22971068_gab,why you cucked racemixer you have low iq and brainwashed brain by jews to have a low iq mexican wife what wrong with you nehlen
10914608_gab,this category is so gay it belongs as a subreddit in the fagposts category
13843393_gab,just bitchin about the continued ghetto ing of our culture taylor swift releasing new music that sounds exactly like the gangsta rap my mexican neighbors blast every night i looked at the comments thousands of preteen white girls who adorate her love it they are being groomed slutpop
1174053024957943808_twitter,on my line trying to face time and shit nigga need a hair cut boy i tell ya ‼️ 🤣 🤮
15441875_gab,the verdict is truly a disgusting act the da judge left out important info so this man can go free they spit in the eye of all americans this will bring bloody war to illegal immigrants and they will have no one but themselves to blame
22583088_gab,we should pay for women to have them any white slut knocked up by a nigger spic mud negresses should be paid triple
12954516_gab,go to an inner city majority black elementary school and ask kids about their parents and you will quickly come to understand what the real issue is and it has nothing to do with white people
4350721_gab,<user> this is the feminazi agenda emasculation this is why being a man is considered a crime they would rather see guys dressed in skinny jeans sipping lattes than real men with callouses on their hands changing a tire
18544609_gab,they are kiked the hell up nothing but filthy hooknose christ killers i do not watch any news on the tv
1178842439253020673_twitter,<user> <user> <user> <user> is not he the trailer trash cousin from christmas vacation is was and will always be trailer trash
8086600_gab,no muslim cab drivers did anything dear that was a sikh you dumbass
20849455_gab,justin trudeau is a retarded asshole
12182094_gab,idris elba starring in a date movie for coalburners with kate winslet does this filth ever just star in normal movies or play normal roles seems like every one is a political statement against white people
1246859909687377925_twitter,<user> but muslims are bad for doing the god ’ work out there 😏
24748005_gab,shitskin logic <user>
1259852487760232455_twitter,aye negroes swear they don ’ t do anything wrong “ bae i swear i don ’ t be doing nothing you just be tripping on me ” 🤣 🤣 🤣 🤣
21266760_gab,so when we are fighting the muslim horde together you would stab me in the back there are millions of atheists that will fight beside you if you would only let them
27442358_gab,your a dull cat face dull bitch says the talking ape
1091484140992712704_twitter,<user> <user> is the divider hates canadians loves gays and muslims
20672153_gab,jews are not white
1262463337108914176_twitter,<user> wow that a lot of nazis who want haircuts
7234787_gab,it is no accident that the generation offended will implode on itself when all white apologists get a taste of hate rejected by blm and things like cultural appropriation they may wake up same goes for everyone welcoming refugees immigrants until they see for themselves they will not learn
18197201_gab,this is typical of so many uk schools full of blacks and asians
1179102616846032897_twitter,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> i hate you
1116514375727108096_twitter,niggas be retarded asf 😂 😂
17684116_gab,and just exactly what else would you expect from the retarded asshole justin trudeau
5600874_gab,i find it funny that bill king cuck mitchell just called for a jew and a mestizo having a child to launch a new race of retarded leftists <laugh>
15276705_gab,harry handpicked arab muslimah bbc presenter to conduct his and meagain first interview after engagement announcement also it believed that bahraini born best friend set up the blind date for harry to meet his ghetto duchess of kfc poor britain where have you fallen
27185816_gab,it actually making blax angrier as it is showing huwhytes what is really happening and that most of the violence directed at dindu is justified notice it takes longer and longer to get video evidence where as before those recordings were readily available
15638881_gab,i can relate to the white boys rage at young women these days back in my day the late 9 0 and early 2 0 0 0 the girls were not really copying ghetto culture it was the white boys and we called them wiggers gross
26867693_gab,pretends to have nothing to do with muslim mass migration
17509840_gab,from being raped by russians to being raped by mohammedans you have come a long way fräulein
15090703_gab,yet these assholes holler racist nazi if you bring it up f them all
8603729_gab,german journalist gets banned <number> days from facebook for stating quoting muslim suicide bombers do not commit suicide but mass murder and trying to destroy our democratic system
20674930_gab,gop will once again drag their feet and lose their spine on this issue as they are willing to help the democrats displace working american taxpayers with immigrant populations that refuse to work and refuse to comply to current law
21794282_gab,you dojn t even know what triggered it faggot that all you got smelly pussy 3 rd grader failure to the white race failure as an angry father and no doubt they will grow up as triggered and lost as you i hope they hook up with somali
11653472_gab,given the makeup of today crew i have advised the new guy i am promoting him to deputy wing commander to help me keep the faggots in line so mote it be
1105763992880992256_twitter,you can kill yourself now and let thy words be worth more than silence
1118835096700751873_twitter,do you have sex of course do you drink yeah do you eat pork astaghfirollah i am muslim al hamdoullillah
16095641_gab,from when immigrants did not rape shoot women and then bomb shit charlie chaplin in the immigrant <number>
22363626_gab,iran and north korea wanted to bomb the us iran wants to kill all infidels including you if you are not a muslim religion convert of course that is my opinion
1117544022841729024_twitter,my roommate lowkey the hitler of arabs
3431791_gab,what the benefit of importing islamic culture how do we benefit we are told that the refugees <number> of whom are male are fleeing war torn countries imagine if general lee and his army fled to europe while he let the women and children fight the civil war immigration trump maga
1206124544211079168_twitter,if you use and groza mp5 in tdm then talk trash you ’ re a retard
12761562_gab,in a robotic voice israel is our greatest ally they totally do not just take billions of our tax dollars and do nothing in return but drag us into sand nigger wars dradles and yamakas are neat
23072441_gab,god lord donna a raghead tranny and it supposed to have a husband
10375689_gab,this muslim scammer harassed me all day yesterday when i got fed up told him to go fuck a goat <user> locked me out of my account fuck twitter
5547350_gab,the renowned gay activist larry kramer opined in those cases where children do have sex with their homosexual elders i submit that often very often the child desires the activity and perhaps even solicits it
1082709373884026881_twitter,seen on fb can not take credit most illegal aliens enter the us by air maybe we need a roof
7948323_gab,<user> the meme is spot on the left has recruited the mentally ill and taught them slogans and memorized talking points though that is hard for most of them to handle can not engage in conversation so violence is their talking point in that arena they also do not stand a chance
17414294_gab,so in a way native americans are asians in america
11906078_gab,if you can not afford kids do not have em says the jewed christcuck while supporting republicans who offshore jobs and import immigrants to drive down wages for decades well people could not afford them and they are not having them so much for family values
9195297_gab,<number> million that is what st mike brown family just got a yesterday after they won the ghetto lotto rob a store and attempt to kill a cop get paid <number> mill cash and more in prizes the looting
23258335_gab,time to change that its time to go out and show your white pride
1161218532815921152_twitter,sure jews may sex traffic kids and rape them but dont forget about the holocaust
15891878_gab,ps do not wait till there are a million of you each start now and encourage others and all of you claim for benefits for your kids the arabs and paks and blacks do it is your country no reason why you should not
1179030004539252742_twitter,<user> <user> <user> <user> <user> malaysia needs india for trade tourism india does not need malaysia and who is mathir he does not matter to india we do not care about pak also enjoy your bankrupt and jihadi terrorist pakistan
1241362389301211136_twitter,<user> <user> because in quran jews declared as enemy
1177639960184283136_twitter,<user> so in turn abortions make muslims stronger by populating at a faster rate we know your game piece of schiff schiffhead
1253649678350114818_twitter,<user> do you love your muslim nctzens 👀
17868211_gab,shithole of fakenews in the third paragraph ofthe washingtonpost story that broke president trump alleged comments about certain shithole countries we learn that the president said he would be open to more immigrants from asian countries because he felt they help the united states economically
1079190426224078848_twitter,<user> i hate you and now i hate myself thanks
10156663_gab,how about <number> what kind of muslim if not already dead really qualifies as refugee
22242874_gab,they are actully forcing businesses out and when it goes full ghetto they will blame whites
26465432_gab,trying to silence tommy robinson reporting on muslim pedo gang trials has turned out to be the streisand effect of the millenium
18454133_gab,how illegal immigrant dreamers amassed political power to force government shutdown
18415383_gab,you think majority of the <number> of asians are illegal i want to see the data behind this
1839479_gab,<user> twitter is a decrepit ghetto for leftist failures
1175320895977488384_twitter,<user> <user> fuck the nazi
1113500990592802816_twitter,<user> the jews crucified christ tho
17870625_gab,he threw bacon at a mosque or something went to prison for it and died the implication is that if you make fun of islam or muslims it pretty much a death sentence in europe which puts it on par with other muslim countries in the third world
17424248_gab,this is what they are building for the new asian australians that they are importing from china and who will ultimately vote first for socialism and then communism asians do not really buy a lot of houses because they are used to shanghai living
1117795334544134145_twitter,<user> blame trump because democrats elected an anti american antisemite pro sharia islamofascist that a great viewpoint lmao
16886185_gab,they just get ahead because they are hard working dontcha know always wondered if immigrants get ahead sometimes e g small businesses b c they lack the inhibitions against cheating breaking local laws that the natives have they cheat lie steal and do not care this is statistical support
1115080548706410498_twitter,<user> bruh i do not wanna be walking around with this thoo maybe if i become a raging homosexual irl
1110340863555559424_twitter,<user> ngl exactly how i feel when niggas talk bout jews
1098381175498948609_twitter,me i hate nazis someone hate hate is such a strong word me uh yeah
1225213120110645248_twitter,women will hate your guts cause you a people person
9193750_gab,ny times be all like meet this based <number> year old tranny who just came out as gay in front of his <number> lesbian polyamorous ministers
1270856873441472513_twitter,people are retarded
1097806861330333697_twitter,<user> <user> this is what radical islamists follow normal everyday muslims do not radical muslims terrerize normal muslims to
15786616_gab,who asked the quisling who asked the head of the obama clinton crime syndicate who asked the race baiter who asked the muslim terrorist supporting scumbag
17323939_gab,as long as being a ghetto rat is pleasant no work free money and housing easy drugs kids will get sucked into it mandatory hard labor for jobless people would boost nation coffers and improve ghetto health while drastically depopulating it
1248746599876091905_twitter,i ’ m one woman ’ “ you get on my nerves ” and another ’ “ i fucking hate you ”
1126164185749053440_twitter,<user> communal attack by their own didi agreed didi need to be thrown behind bar islamic jihadi
18691782_gab,if you were a real programmer you d know some of the jews who wrote all the crypto related foss you use to make it easy for goyim to run up the price for them to sell high but you are a little script kiddy bitch
11702551_gab,mane he ane do nuffin my ghetto looto numbahs will be fo fo fo and fo
15917909_gab,beta cuck n someone who afraid to stick up for the women in their tribe out of fear of being called a white knight a beta orbiter or some other meaningless slur
4764412_gab,✔ ️ just do it trump considers enforcing a <number> y o law deporting illegal immigrants on welfare maga americafirst
2416453_gab,jack the faggot was brought in to twitter to convert it from an american company to an arm of the globalist conspiracy of ugly losers who want us dead us is white people by the way no code words here conspiracy
18222430_gab,politically correct moron justin trudeau of canada who passive aggressively criticized the u.s. for their temporary immigration ban from muslim majority nations told salvadorans not to come to canada shows you what liars and hypocrites social justice warriors are
18781703_gab,<user> it became pc to say blacks are incarcerated at a higher rate than whites but not ok to say blacks commit more crime logically do white people go to the ghetto to steal stuff the lack of common sense boggles the mind vanjonesshow
1113437165881630720_twitter,<user> i understand only <number> of the series man idk if im retarded or this manga makes no sense
24694634_gab,when you are born into the false system of the jews but jews brainwash into hating everyone else except the jews
1214723482266656773_twitter,the bi lesbian movement was definitely started by some bitch who was upset she couldn ’ t say dyke
1197779321894637569_twitter,your chinese is lucky names your dumb indians are jews stuck on old stones
25586618_gab,these mongoloid arabs attack europeans because we have higher iq we look better and contributed scientific wonders to society constantly this envy
5050561_gab,all white men are fascists fine we are fascists now and we are going to purge undesireables from our society lel wait what
1092572072121790464_twitter,thank you mga ching chong kay walay klase today 💖
16034705_gab,do not worry bud thanks to the financing of nazi collaborator george soros your shit site will keep popping up again and again georgie needs you neo nazi libshits around pretending to be right wing keep up the good work for the glorious neo pagan socialist workers fourth reich oberführer dipshit
4993073_gab,destruction and violence are in store for the amish unless trump locks the refugee door permanently
16119009_gab,i see normies going on and on about banning islam me i just cut to the chase and say we have got to start shipping these sand niggers back to the mid east where they belong
20191421_gab,san francisco home of degenerate faggots yes
14507125_gab,the lord is a man of war the lord is his name if you know jesus then you know the father christianity is not some bitch made religion frankly heretics like you deserve condemnation too
27008358_gab,nice cover chinaman
18594856_gab,are arabs just a weird mix of niggers and central asians
1088846238345240583_twitter,<user> who needs jihadists when you are doing their work for them by crippling our economy
18422791_gab,sound like you know this egyptian game we play now catfish was muhammad a pedophile for fucking his <number> year old wife yes or no will do but muslim like rage will speak just as loud
23233554_gab,those goretti girls blue uniforms white knee socks and enough makeup for a vegas showgirl loved those kids 😂
20987949_gab,this will mire the turks in debt and loss of life as they will be severely mauled by daesh aq shia arabs and turks kurds and ba athists soon enough people in turkey will tire of this shit and civil war will erupt in the land of the roach
11191000_gab,the worst of the worst transgender fag nigger now if it was also a kike we hit the trifecta
8264516_gab,daily reminder that with the jews you lose do not believe me just ask jesus
21710928_gab,post a link next time faggot
18020185_gab,someone relay this to jessie waters gutfeld on twitter arent you man enough to call the queer running for maryland senate a man or are you afraid of williams dem blowback
26972382_gab,i gave up on correcting my spelling it gives retarded liberals something to cry about
22714004_gab,have you ever been so god damn retarded that you thought <number> germany was promoting marxism and not a direct counter to marxism
22825632_gab,<user> ‍ actually the first christians were jews therefore being called a jew actually means rejecting christ and today jews are not the hebrews of the bible they are the synagogue of satan an international criminal mobster cabal
1178771184701362177_twitter,<user> <user> <user> are you white cause my spic ass cant be the white bitches he referencing
20480750_gab,this guy has correctly assessed the retarded asshole justin trudeau it too bad that canadians are too stupid to figure out what strangers can see in minutes
11413291_gab,cooperate who the hell is looking for cooperation it is either true or it is not you will not even admit that black violence is wildly out of proportion
26423869_gab,awesome so why does everyone make fun of you if your not a queer homo
26005467_gab,demonstration in sweden on friday <date> against muslim prayer call
18723469_gab,a sure way for ghetto boys and hos to come into money
1143142884318896130_twitter,<user> storm the place get the immigrants out lock the cbp officers in for months on end
18637219_gab,look you want to make this war with islam about skin just like muslims want you to but if you want to cry about mu skin i cant stop you but you should look up what the muslim brotherhood had to say about racial tension
16387710_gab,judging by your retarded limey accent i highly doubt your ass has any say regarding american policies and considering i am an american citizen you are gona have a hard time making a case against me old sport
13986771_gab,at least harvey weinstein only raped and assaulted the gentiles not angelina jolie or gwyneth paltrow so he still a good jew spacey not a jew 😦 😊
12678388_gab,jews know the promises of the bible were written only for them and they are proud they deceived the gentiles with it
1079275200569622528_twitter,ima cut my niggas off if they act funny when i ’ m on
15517533_gab,the knights templar fighting sand niggers since way back
22644270_gab,mit verlaub wie bereits ausführlich kolportiert war freiburg mit an der front als es um sandnigger welcom und massenhaftes teddybärwerfen ging seit mehr als <number> jahren zeichnet sich die rotz grüne universitätsstadt durch autofahrerfeindlichste aktionen deutschlandweit aus auch ich habe jahrlang im ad diese scheißstadt besuchen müssen fuck
13351110_gab,that right bill having to rape women is all in the past since the white house he has had a steady flow of bimbos willing to let him grab their p
13892226_gab,sure we have been outbred by niggers i guess you have not been outside a city like new york d.c. or la huh we pushed our niglets into ghettos while we whites live in suburbia rural america
11224917_gab,even 8 0 iq blacks swarming and murdering whites while yelling git dem dey white know what white is but you do not hmm perhaps i owe you an apology making fun of the retarded is rather base
7681424_gab,my last fishing trip with my brother tommorrow night before his first is born if our trip is tainted by blacks bullying or asians mexicans taking over i am gonna go apeshit if you do not live in the midwest you do not understand
1121825731921764352_twitter,for an air sign i sure do fucking hate wind
4426836_gab,<user> so whites hate whites more than blacks hate whites your train of thought kind of lost me there
16520172_gab,most whites adapt pretty easy to being a minority as long as the new majority are not violent idiots like blacks whites flee becoming a minority to blacks but they just accept becoming minorities to asians and hispanics
1179041911090188288_twitter,they do not tolerate mohajirs been crammed in the slums of karachi daily being told2go back2india there can be no nonmuslim refugees2pak bdesh every1 knows the same night mulla goons will dash in their homes lift up the women kill them law will ignore
8027713_gab,no i only call you a retard because you are a retard
1174120792352800773_twitter,can ’ t fw a nigga who doesn ’ t know how to manage his time
1178974074501877760_twitter,<user> <user> <user> he raped and molested ur grandma or what 😂 😂 whatsapp university rss goons came back with fake news 💦 💦 💦 💦 💦
1168919462076178432_twitter,you do not have to be muslim to help kashmir you just have to be human 1 monthofkashmirshutdown
8462782_gab,this is a win for maga do u think people realize these non profits are a back door to supporting immigrants plus all the federal so they get welfare non profit grant money taxpayers this is a racket that is on a scale of the clintonfoundation where are investigative reporters
6692146_gab,democrats have next obama readying in the wings a muslim doctor that what they call diversity i call it stupid 👹
1178501413346906113_twitter,also in this same vibe any wigger who calls white missionaries who save the lives of non white children in africa india ect a race traitor is an actual h0m0
15565747_gab,women were property before <number> and wives could be raped by their husbands in some states until the 1 9 8 0 there is no heterosexual gene no christian gene for the gov t to require people to change is exactly what hitler did then murdered those that did not pence is no different
13126780_gab,lmao he wasted 2 5 0 k on travel for a cheap political stunt but funny you all bitch about 1 a to protect urself from the military govt and police you all fradidently say u love hypocrites
8780029_gab,will all of the white people who want to move to a ghetto or third world country please raise your hand
25555215_gab,that passage from the holy torah shows how preoccupied with feces and menstrual blood the jews are if there were nazis and poison gas canisters around back then they would be obsessing on those things as well
21622146_gab,well said lord pearson we are looking at millions of rapes of white and sikh girls other communities too by muslim men only <number> have been convicted since <number> can we talk about islam without being accused of hate crime lord pearson question in the house of lords islamistheproblem
10891925_gab,theology is a ghetto activity as insulated and uninteresting as the saturday religion pages of the local paper god knows it is hard to make god boring bu american christians aided and abetted by theologians have accomplished that feat – stanley hauerwas quoting ≠ fullyagreeing
1240771386689323014_twitter,<user> surely we are allowed to use violence against them this time if they get in our way
5488479_gab,i demand all globalists surrender their jobs to someone else throw the locks away on their homes tear down any fences around them and invite refugees into said structure after all is not that what they are asking of john q public sauce for the goose vfm maga altright
13545133_gab,not as hard as it must be for you a basic bitch libertarian desperately cuckposting retarded memes to your internet black friend to prove you are not racist
26122256_gab,why are there queers everyday somewhere trying to tell us what to do abominations go away freaks stay away from anyone under the age of <number> sickos
7835518_gab,christians stop being weak pussies stop putting up with people saying you are evil because some of the scripture makes dykes feel bad or that it outdated or the spanish empire or whatever jews and muslims are biblically cursed they do not and have never belonged in our countries
27694837_gab,shut the fuck up pagan faggot
9309074_gab,so it not refugees improper hygiene that what you are say n
20581944_gab,you d think a gay gym would have whatever equipment required to work the rear end
20028637_gab,lol gross as fuck seriously dont post that shit i cant stand sand nigger chicks i will have to unfollow if you do
1178242529927614464_twitter,imagine thinking that <user> is a homophobe because he said faggot once lmao could not be me
1207914916235091969_twitter,i try so hard to be nice 😩 but some of u bitches really be proving how much u deserve ur chunky white filas huh
1095835383265480704_twitter,<user> what if some nigga threw ur airpods on some bitch
